author,dates,likes,Comments
@lailyaffhcraft,2024-07-09T02:58:01Z,1,liat angka aja udah mulai pusing😭
@deliawatisopandi-dp9vh,2024-07-09T02:49:51Z,0,"Denger prestasinya,buluk punuk naik turun😭😭😭😭😔"
@nisfautialkhukma4141,2024-07-09T02:47:44Z,0,Bisa ga ya anak aku sepinter2 anak2 ini
@mulyanisaragih,2024-07-09T02:46:33Z,0,Somaga selalu ada acara yg seperti ini.❤
@dindanadn,2024-07-09T02:45:41Z,0,"aku tim yang nonton malah nambah motivasi dan semangat ngambiss bukannya minder terus pesimis, ada yang sama?"
@JohanesJohanes-vq4ek,2024-07-09T02:37:11Z,0,"maaf mau bertanya, ini mereka sudah lulus kuliah atau masih mahasiswa yaa"
@DindaNovelasari-qn8yc,2024-07-09T02:37:10Z,0,masyallah semoga pinternya nular kakak kakak
@LukmanulHakim-ib7gd,2024-07-09T02:25:57Z,0,Kak Xavier?
@wellyandreas9469,2024-07-09T02:25:43Z,0,"Kok kalem semua orgnya , coba orgnya garang tatoan bertindik baru pinter"
@deniyoga21,2024-07-09T02:16:01Z,1,"Keren banget,,,Aku menyerah ngitung wkwk😂"
@arimajidsonhaji9075,2024-07-09T02:13:22Z,0,Maxwell logat bener-bener ciri khas koko koko Surabaya wkwkwk
@Ratnanabilaa,2024-07-09T02:10:37Z,0,Keren banget baru nonton
@HafsaH_HanifaH,2024-07-09T01:58:54Z,0,masyaallah kumpulan orang cerdas
@awiwawi2002,2024-07-09T01:50:22Z,1,"ipk saya 3,3 tpi gak punya prestasi..sedih begini wak:"""
@alfi2240,2024-07-09T01:41:46Z,0,"Mrka org2 pintar semua, kerenn"
@nelyafriyanti1656,2024-07-09T01:24:30Z,0,"Bismillah , mau langganan ruang guru buat anak ku yg baru umur 4 tahun 😅😅"
@rizhakhan4895,2024-07-09T01:23:52Z,1,Gw bakalan ngitung pake alfatihah atau kulhu sih kalo udah mentok😂
@payshiin6658,2024-07-09T01:20:12Z,0,Harusnya jerome ikut sihh
@payshiin6658,2024-07-09T01:18:25Z,0,Seruuuuuu
@rizhakhan4895,2024-07-09T01:18:04Z,0,"Kalo gw, soal pertama aja gw udah nangis kejer😭😂"
@hayatimustainah4013,2024-07-09T01:15:59Z,0,Baru ronde pertamaa udah merinding 😭
@sarahfadhilasam5643,2024-07-09T01:13:26Z,0,"Jadi semangat cari jodoh, biar bisa didik aanak anakku sepintar mereka mereka...😊"
@wirogaksableng8160,2024-07-09T01:04:45Z,1,Untuk guru2 yg kurang piknik silahkan tonton ini hahaaha maju trus anak2 muda berkualitas
@ajikusnanta4027,2024-07-09T00:45:41Z,0,Semoga kaga setingan dah
@ahwalpeople6722,2024-07-09T00:43:00Z,0,"2 kata lucu ""balik yuk"" 😭🤣"
@niyasyams6577,2024-07-09T00:38:57Z,1,"Sebagai sesama anak kelahiran Sulawesi, IBNU KEREN KI SUDAH !! KU DUKUNG KI !! GAK APA-APA MI PULANG, SEMANGAT!!"
@sriyatund8631,2024-07-09T00:37:34Z,0,"Satu yg sangat disayangkan, peserta dari masing-masing mewakili universitasnya gak sama rata jumlahnya"
@niyasyams6577,2024-07-09T00:24:03Z,0,"Aduh aku kalo disuruh ngitung ratusan digit dgn bentuk begitu, asli aku butuh pensil warna-warni 😭 ga bisa pulpen item doang 😂 hebat banget dedek dedek cerdas COC 🎉"
@putibelasaskia,2024-07-08T23:50:05Z,0,Seru bangetttttt
@donifahrizal,2024-07-08T23:40:44Z,1,Game 3 pure hitungan cepat dan hapalan kukabataku
@donifahrizal,2024-07-08T23:32:30Z,0,"Game kedua 
Terdapat 360 angka yang dibagi menjadi 4 angka pada masing-masing hexagon.
Artinya ada 90 hexagon.

Jika dihitung masing-masing hexagon sepertinya berjumlah 18.

Jadi jumlahnya bisa diketahui dengan cepat"
@donifahrizal,2024-07-08T23:24:59Z,0,"Game pertama:
Hitung jumlah angka masing-masing.
0 nya berapa buah
1 nya = ... Buah
Dst

Lalu kalikan dan jumlahkan."
@cahyamulyana9076,2024-07-08T23:17:55Z,1,Keren-keren sih😁👍moga bisa bermanfaat bagi masyarakat umum ya😁👍
@cumideh9574,2024-07-08T22:18:12Z,0,Yossi cakep uga ❤
@teddywahyuchandra1364,2024-07-08T21:23:22Z,0,Aku nonton
@yoeniiearimae5117,2024-07-08T19:21:08Z,0,sringin acara kya bgini minnnn
@ranianjani3578,2024-07-08T18:58:07Z,0,Benget bangett kaya mereka😢
@DewiIrmawati-ld2he,2024-07-08T18:56:08Z,0,Keren banget sangat menginspirasi 😂😂👏👏👏
@rafialhakim4217,2024-07-08T17:39:03Z,0,kerennn banget sumpahhh
@karyanfang,2024-07-08T17:37:18Z,0,"Kereen acaranya, Just the game brother, Be enjoy. Buat yg kalah kalian tetap berprestasi kok, Semua punya kemampuan di bidang masing² dan tidak bisa di pukul rata. 😂"
@Ahahahah-sw3ho,2024-07-08T17:31:25Z,0,Gw masih SMP tp suka bangett liat ginian😅
@hidayatulmustafidah151,2024-07-08T17:21:23Z,0,RUANG GURU... JANGAN DI SKIP PLEASE PAS LAGI NGEJELASIN JAWABANNYA
@amaliamay2512,2024-07-08T17:19:10Z,0,Mereka yg ngerjain gue yg deg degan
@user-ke1yv9bc4x,2024-07-08T17:12:05Z,0,Kasiaan sama yang ngga masuk babak selanjutnya😭😭💗💗
@karmellia715,2024-07-08T16:40:40Z,1,"Kalian yg gak lolos, kalian tetap keren❤"
@ichantiknya5416,2024-07-08T16:25:48Z,0,Sumpaah!!keren banget champions ini .aku aja yg udh IRT anak 6 seneng banget.. please Biografi dan wawancara ortu donk biar bs belajar parenting dg mereka
@citrafanisa7180,2024-07-08T16:11:12Z,0,Aku yg dulu sekolah paham pas dikelas tapi kalo udah pulang buyar semua ngerasa malu bgt woy sama kepinteran mereka❤️‍🔥
@furqonhidayat363,2024-07-08T16:09:30Z,0,Jerome Paolin bisa nih
@Pitriani-f2m,2024-07-08T16:05:41Z,0,"Berasa kayak, selama ini kemana ajaaaa"
@kezyatripanda,2024-07-08T16:04:21Z,0,"In the name of Jesus, aku tahun lagi masuk PTN da bakal jadi mahasiswa berprestasi.
AAAMIIINNNN"
@wichdaaaw6413,2024-07-08T16:01:23Z,0,"Buat kalian yang belum lolos, KALIAN HEBAT GUYS. Buat ada disana aja udah hebat polllll. Tetap semangat membanggakan Indonesia dan menginspirasi anak2 muda yg lain😊"
@babydanieljeffrey7247,2024-07-08T15:57:51Z,0,"Q cuma lulusan SMA tapi suka klu bagian hitung2,,,,,"
@Ryoviie,2024-07-08T15:54:20Z,1,"sedih bgt kak gak bisa lanjut, padahal waktu kak Nana berhasil nyelesain, udah kejang kejang, and apapun masalah kak Nana di luar sana smgt yah, smg bisa di lancarkan apapun yg terjadi/apapun yg memperhambat kak Nana, see u kak Nana💗‼️"
@sadila-kt1cv,2024-07-08T15:54:07Z,0,Brian kok mirip sepupuku di malang ya 😅
@ahmatkhoirudin2515,2024-07-08T15:53:14Z,0,Yesaya banyak omong katanya gampang ehh nggak loloss ada aja alasanyaa
@rizkyekawari1355,2024-07-08T15:45:13Z,0,"Seneng banget sih ada acara seperti ini, makasih byk Ruang Guru ❤ Pas nonton University War, rasan2, Indonesia gak mau bikin acra model bginian, eh ada juga 😭"
@yantiblitar6301,2024-07-08T15:33:29Z,0,Melek due ank pinter ngono kuwi
@m.ammarhanif5032,2024-07-08T15:32:48Z,0,Mantap Hanif
@nitiaps,2024-07-08T15:31:18Z,0,Suka bgt sama acara ini❤
@abduladim4324,2024-07-08T15:29:09Z,0,Yang ga lolos mereka ga kalah
@DiyanahChynthya,2024-07-08T15:29:03Z,0,Kalian semua keren keren Masya Allah 😭😭😭😭
@DiyanahChynthya,2024-07-08T15:29:00Z,0,Kalian semua keren keren Masya Allah 😭😭😭😭
@annisaputrisulfianaaps7839,2024-07-08T15:23:42Z,0,Tolonggg!!! Aura ambisnya Sampek sini woii!!!🤯
@anggadwicahyadii,2024-07-08T15:23:40Z,0,"Mereka yang gk lolos pada nyesel ???
Padahal mereka orang orang pinter loh, masuk 40 besar ajah udah hebat banget loh."
@Surren1209,2024-07-08T15:19:42Z,0,unsri mana ya
@septianabdulkhohar9552,2024-07-08T15:18:29Z,1,napa muka2nya kek wibu semua yaa hahaha
@RiyanRYOOfficial85,2024-07-08T15:15:45Z,0,Game edukasi nih... Mantap patut dipertahankan dan diperbanyak game spr ini
@muhammadwahyudi1382,2024-07-08T15:14:41Z,0,bismillah bisa
@regitasch,2024-07-08T15:04:41Z,0,……..
@user-vk4nn5sr6q,2024-07-08T15:03:55Z,0,Keren abis
@miramustika5411,2024-07-08T15:01:12Z,10,"Yang gagal di round pertama,, semoga udah move-on yaa dari kekecewaan nya.. Kalian sudah HEBAT, terpilih menjadi 40 peserta..dari ribuan mahasiswa. GOOD JOB!! 😊"
@martinihardianti8679,2024-07-08T15:01:09Z,0,Merinding bgt 😍 bangga bgt liat kalian 🥰
@kritingireng,2024-07-08T14:58:51Z,0,Geregetan sama Hanif kok bisa2nya di urutan ke 22 padahal jurusan matematika ipk 4
@dindamanoppo7331,2024-07-08T14:56:31Z,0,kayak nonton the gifted
@tikapuuu,2024-07-08T14:53:35Z,0,"mrka pinter banget, pasti bimbel mrka dulu bukan ruangguru doang🙏🏼.."
@ianhuda1607,2024-07-08T14:53:20Z,0,"Untung udh kerja, jdi ga minder liat mereka.."
@agustinarizky5299,2024-07-08T14:50:01Z,0,"tim yg drdlu faktor ""untung"" alias bejo suka nnton anak2 pinter🎉 merapat"
@cillockcube,2024-07-08T14:49:16Z,0,Tiap orng punya porsi dan peranan masing2 d dunia dan with a great power comes great responsibility
@fiyanii_chanel_5366,2024-07-08T14:47:28Z,0,GOOD JOB ALL❤
@Alfatihlisa,2024-07-08T14:43:01Z,0,"Master chef ❎
Master class ✅"
@faizalwidiarto3229,2024-07-08T14:41:38Z,0,ITB IPK 4.00 😱
@333world_,2024-07-08T14:40:14Z,0,".... ini terlalu mudah 
............ udah lama gak ngitung aja  
😂😂😂😂😂😂😂😂😂😂😂😂"
@ayupuspitasari6226,2024-07-08T14:30:30Z,0,sangat berbobot dan bermanfaat 👍🏻👍🏻 semoga bisa menjadi motivasi anak-anak Indonesia untuk terus belajar. keren ruang guru!
@Lonjwinnampyeon,2024-07-08T14:26:45Z,1,Add eng sub please❤❤
@sarianasilalahi9652,2024-07-08T14:25:09Z,0,ini apa sih gays bisa jelasin g soal fyp di tiktok saya
@hi.imb4ck,2024-07-08T14:23:53Z,0,Paling suka pas Team ITB dateng gandengan tangann ❤
@kevinardiastasyahputra2355,2024-07-08T14:23:07Z,0,Hrusnya yg kyk gni banyak hrus d tayangin si.. Edukasi2 gni ..
@19_nikadekdesiratnasari54,2024-07-08T14:19:35Z,0,🤩🤩🤩❤❤❤❤
@gamerbebankeo,2024-07-08T14:16:04Z,0,19:18 semua polanya jumlahnya 18. Bener ga sih?
@Wicook633,2024-07-08T14:14:01Z,0,Kenapa uni Darussalam ga dimasukin juga ya padahal banyak yg pinter pinter juga
@fajrinaaismail3378,2024-07-08T14:09:56Z,0,Ada yg SD nya Negeri ga si ini
@ayengferry3781,2024-07-08T14:03:01Z,0,Yesaya katanya gampang tapi ga lolos yang round 1 😊
@rachmatksatria8910,2024-07-08T14:02:50Z,0,Teknik sipil mewakili banget itu karakternya anak sipil
@futureidn8063,2024-07-08T14:01:34Z,0,Mending nyontek kalo soal nya sama semua jawaba semua sama
@adindamutiaranurhasanah2264,2024-07-08T14:00:29Z,0,KEREEENNNNNNNNNNNN
@fauzanucang2502,2024-07-08T13:57:07Z,0,Terlalu sombong ko yesaya di ronde pertama
@ayunisalamah5533,2024-07-08T13:55:33Z,0,Aku yg nonton aja ikut merinding terutama di endingnya.
@nilarusita6205,2024-07-08T13:54:14Z,0,Tontonan berkualitas ya kek gini harusnya
@alfiketaren293,2024-07-08T13:52:45Z,0,IBNU KAKEAN CANGKEM😅
@6.niputuyunaarigiani679,2024-07-08T13:52:37Z,1,"Komentar peserta terlalu bnyak,kyk MasterChef seharusnya lebih detail tu saat nyelesaiin soal sja"
@angelitadela6636,2024-07-08T13:51:02Z,2,"Habis nonton vidio ini pikiran aku jadi 100% pengen pinter dan pengen belajar lewat bimbel ruang guru  siapa tau suatu saat nanti bisa berkembang pengetahuan aku setelah belajar melalui bimbel ruang guru ini, sebar luaskan bimbel ruang guru ini, belajar lebih semangat dan mudah dipahami lewat ruang guru_."
@HalimaLaitupa,2024-07-08T13:46:22Z,0,Ngk pinter tapi suka nontonnya😮
@huiching2159,2024-07-08T13:42:54Z,0,"yg bernama Yesaya dari UI , lain kali jaga mulut yaaa , sok pinter pula lg"
@ferhnbythr4169,2024-07-08T13:40:15Z,1,Yang kesini gara gara berseluyuran di tiktok ngacung😂
@ikayuntari6464,2024-07-08T13:39:03Z,0,Aku emak² nonton ini berasa butiran molekul di belah 7 😂
@puputmeyleni1167,2024-07-08T13:38:48Z,0,Rindu ada acara kaya gini ditv
@susianawati3572,2024-07-08T13:37:53Z,0,Allohumma sholli'alaa sayyidinaa Muhammad 🤲
@noefvon,2024-07-08T13:37:21Z,0,Knp harus pake org korea?
@nooraseanto2137,2024-07-08T13:34:17Z,0,Gimana ya klo ilmu engineering dibuat kyak gini..
@DwikiraniaRizki,2024-07-08T13:33:35Z,0,Lumayan flimnya dan kayak edukasi untuk murid2 dan guru 2
@UlfaZuhro,2024-07-08T13:31:07Z,0,"Ini klo yg gapinter nonton ini bisa ngerti nggak?
Aku gak pinter soalnya"
@anissaputri6921,2024-07-08T13:24:48Z,0,Untan ada kah?
@bayugatra212-xh4ir,2024-07-08T13:21:12Z,0,Generasi tapera
@alfiananwari5332,2024-07-08T13:12:19Z,0,Kampusku mana nih 👀
@sw_games,2024-07-08T13:11:07Z,1,Si Ghaza ITB jurusan Wilayah & Kota ga bisa bedain Heksagon dengan Pentagon? Hahaha
@nicaannisa0100,2024-07-08T13:09:48Z,0,Vibes ny kek film the gifted Thailand
@amaliapratiwi2300,2024-07-08T13:07:03Z,0,Acara nya sama kayak acara korea.
@AjarNur-jp8go,2024-07-08T13:05:17Z,0,Jadi terinspirasi kalo punya anak pen kek mereka .. Bismillah pny anak pintar cerdas beruntung dan sholeh sholeha... Aamiin
@mellati3260,2024-07-08T13:02:50Z,2,"Indonesia tidak kekurangan orang pintar, Indonesia hanya kekurangan orang orang jujur😊"
@febbymaynindaalfitri4317,2024-07-08T12:58:35Z,0,Bikin merinding dengar prestasinya 😭
@ekyrachman2397,2024-07-08T12:58:14Z,0,Indonesia butuh acara berkelas
@delfifitriaramadhani6537,2024-07-08T12:55:05Z,0,Semoga kampus2 kecil juga bisa berpartisipasi jika ada next season 😊😊😊 Terimakasih Ruang Guru .. suka banget sama COC ❤
@ichaauliya2885,2024-07-08T12:54:36Z,0,"Kakkk km kerenn gpp gausa nngis, ❤❤❤❤❤❤❤"
@petrichor1313,2024-07-08T12:50:18Z,0,gman nasib anak tetangga 😭
@rizkyayumelati859,2024-07-08T12:49:55Z,1,Nangisin org pinter😢
@intanresmiadi777,2024-07-08T12:47:58Z,0,Thanks
@rahmadzubayu,2024-07-08T12:46:45Z,0,WIHH ADA ORANG LAMONGAN🎉🎉🎉🎉🎉
@Crazygura,2024-07-08T12:40:56Z,0,Boleh ga sii kita liat soalnya jugaa
@lailatulqomariah7410,2024-07-08T12:40:50Z,0,Ikut tegang nontonx😮
@𝚂𝚊𝚗𝚓𝚒𝙰𝙻𝙷𝚊𝚜𝚢𝚒𝚖,2024-07-08T12:38:59Z,1,𝙲𝚕𝚊𝚜𝚜 𝚘𝚏 𝚌𝚑𝚊𝚗𝚙𝚒𝚘𝚗 𝚟𝚎𝚛𝚜𝚒 𝚊𝚗𝚊𝚔 𝙵𝚒𝚕𝚜𝚊𝚏𝚊𝚝 𝙿𝚘𝚕𝚒𝚝𝚒𝚔 𝙳𝚘𝚗𝚐 𝙱𝚒𝚊𝚛 𝙿𝚊𝚍𝚊 𝚍𝚎𝚋𝚊𝚝 😅😂😂
@ujangjumara8475,2024-07-08T12:33:31Z,27,"kereeennn bangeeettt emang ruang guruu ,, aku nnton university war korea dan berdoa semoga ada versi indonesianya... dan akhirnya ruang guru jadi pelopor indonesia nyaaaa...... kereeennnnnnnn ,, org indonesia juga pada kereennn.. cerdas.. pinter2 kaannn🎉"
@lalajh6679,2024-07-08T12:33:20Z,0,semoga anak2 aku pinter kyak mrk dan berbudi pekerti yg baik Aamiin
@nctzen13_14,2024-07-08T12:31:28Z,17,"Keren banget 😢 penontonnya 6 juta kurang dari 2minggu, semoga bisa jadi motivasi buat anak anak Indonesia, dan semoga makin banyak acara acara keren kyk gini ❤"
@AnwarMahmud,2024-07-08T12:26:10Z,0,AYANOKOJI harus ikut ini si
@mcel671,2024-07-08T12:21:19Z,0,Where can we watch with English subtitles?
@fetynoorathaya,2024-07-08T12:17:00Z,2,Acara yg begini nih harusnya lbh dominan dripda yg menye menye.. yakin seneng bgt lihat org pinter
@mpsputri5839,2024-07-08T12:14:47Z,0,"Biar ada acuan buat pinter, walau hanya angan.. Yang penting ada kemauan.. Wkwkwk"
@alnibustami,2024-07-08T12:11:14Z,1,Pliss acaranya keren bangatt huhu smoga ada trus tiap tahun yaa.
@siska0974,2024-07-08T12:07:42Z,0,"acara gini seru,, kadang ikut kesel, sebel, iri, emosi campur aduk 😂😂 pdhl yg lagi lomba org lain"
@YouTubeAlnglish,2024-07-08T12:06:50Z,0,"Hi, 
Aku Alfi juga. Tapi aku lebih suka bidang humaniora. 😂"
@NajwaCell-s7w,2024-07-08T12:05:50Z,0,Ko Alfie Aya acin ya temen anak bos aku dulu waktu kerja.
@anastasiamagdalena7358,2024-07-08T12:05:33Z,0,itu voucher alfa emang bisa dipake buat nambahin jajan pas kuliah?
@zikraalqawiy7018,2024-07-08T12:04:54Z,0,Trofi ucl itu min?😂
@rizky.restiana1389,2024-07-08T12:00:52Z,0,ini ada soal pdf nya ga yaaa 😅
@muliaafriadi2306,2024-07-08T11:59:49Z,0,Hawanya sampe sini
@viviafrianti1535,2024-07-08T11:59:08Z,23,"Jujur ini acaranya mirip kyk acara yg di variety show korea selatan, tapi gk nyangka di Indonesia bisa jga dan sangat hebat sih semua yg berpartisipasi. Semoga semakin banyak acara begini ya dan semoga nantinya bisa tambah besar dgn di dukung oleh pemerintah jga ❤😇"
@ostaramadania0152,2024-07-08T11:55:33Z,0,Mantap sekali si indonesia bisa ada acara kayak gini
@Layla_Official22,2024-07-08T11:54:14Z,1,"Suka bgt nonton yg kyk gini,, keren gilakk"
@asrilestari4360,2024-07-08T11:54:09Z,0,KERENNNNN BANGETTTTTT !!!!!
@AnindyaAmi,2024-07-08T11:53:34Z,0,"Acara sebagus  ini , Tp tetep aja ada yg julid di TT 😢😢"
@saipullohlubis8612,2024-07-08T11:51:54Z,0,Anak uin satu2nya wow
@Perbanyaksholawat09,2024-07-08T11:40:26Z,0,Noo kakaa emilda... Harus tereliminasi duluan
@RASZZZZxlyz,2024-07-08T11:38:00Z,4,Senyum karir semua cuyy
@ahmad2pers,2024-07-08T11:37:45Z,0,Bang Fahmi aku fans
@intanpermadani8061,2024-07-08T11:29:59Z,0,Sumpah klo aku udh nangis wkwkw
@elserani5518,2024-07-08T11:19:46Z,0,Ngakak di sembunyikan di mana tadi 😅😅😅😅😅😅😅
@hermansyah1488,2024-07-08T11:09:52Z,0,Saya IPK 3.95 Jurusan Manajemen Ekonomi Boleh Ikutan Gak ya..krn dri univ yg gk ternama
@AfifahStorytime,2024-07-08T10:57:59Z,0,Seru banget nontonin kek gini
@chimunkss,2024-07-08T10:52:21Z,0,Mahasewa yang suka demo menangis liat mereka 😂
@10menitpertama79,2024-07-08T10:45:04Z,0,"terlihat wajah-wajah para pemenang pas kalah, diama biasanya mungkin mereka menang diantara teman-teman kampusnya. tp keren-keren semua..."
@xoxoomy,2024-07-08T10:35:48Z,0,udah 4x ngulang eps ini😂
@citraaryantilella9071,2024-07-08T10:33:41Z,0,❤❤
@ristiardianti750,2024-07-08T10:23:04Z,0,"liat soal y aja udh waw bgt, tp klo ngitung duit aku cepet 😂😂😂"
@arifatunmutfatina9567,2024-07-08T10:22:32Z,0,Yang jadi peserta coc .. yang masih bertahan ataupun sudah ke eliminasi.. sumpah kalian keren banget ...
@noraaditya3050,2024-07-08T10:19:58Z,0,Pinter banget sumpaaaah😭😭😭
@tesikj1225,2024-07-08T10:07:01Z,0,"Dlu pengen ke UGM gak bisa karna kebentur ekonomi, semoga nanti bisa PPG daljab di UGM. Bismillah"
@tasyasalsabila1626,2024-07-08T10:01:26Z,0,Semoga acara ini bisa rutin ya dilaksanain
@dyadithya,2024-07-08T09:59:00Z,0,Kereeen
@yukkistiqomahsholawat6608,2024-07-08T09:54:48Z,0,Barokalloh keren
@aimeesuuzeniode4199,2024-07-08T09:53:44Z,0,Ngikutin yg korea nih?
@MaepadeapatiChitta,2024-07-08T09:53:14Z,0,Bagus banget acaranya !!!
@rifqyzulfiqardaaris5490,2024-07-08T09:43:38Z,1,Dukung maxwell sampai akhir
@marettafitria7636,2024-07-08T09:43:28Z,1,mereka yang lomba gue yang degdegan dan puyeng wkwkwk
@widyar1623,2024-07-08T09:40:21Z,0,"asli, nagih nontonnya, subscribe deh"
@armessetya,2024-07-08T09:39:04Z,0,"Belum nonton semua, tapi keduluan penasaran yang buat soalnya siapa ya.
Kalau udah pinter gini gimana org buat soalnya :D"
@Martin_malani,2024-07-08T09:38:33Z,0,Mereka luar biasa🎉
@nayukurnia5597,2024-07-08T09:37:03Z,0,"Bahkan yg gak lolos, tetep menang dimata gue 😂 karena pasti mereka pinter di bidang lain"
@habibahjuniartiiskandar6287,2024-07-08T09:25:41Z,1,"tim yang suka dan bahagia liat  dan nonton org org pinter, MasyaAllah 😍🥹"
@Urloveuziaa,2024-07-08T09:21:01Z,0,Rianii omaygat keren bangett!🤩✨
@JiyanSuhada,2024-07-08T09:17:17Z,0,semangat dan teruslah berprestasi harum kan nama indonesia di kacah internasional
@user-kq5bb5zu8p,2024-07-08T09:14:00Z,0,Masyaallah semoga anaku sepinter mereka aamiin
@forschool-g5h,2024-07-08T09:08:40Z,2,GUA NGERASA GA GUNA BGT HIDUP....
@auliarahmah5366,2024-07-08T09:08:33Z,0,nonton org pinter berharap pinternya nular gppkan🤣
@pattraaditya9042,2024-07-08T09:08:28Z,0,"cocokk buat jadiin motivasi orang males jadi mau belajar, contohnya guaa"
@princeellygracely7143,2024-07-08T09:07:30Z,0,"Suka COC ini, cukup menghibur otakku yg tidak sepintar mereka ini😭😭"
@seksiwaskoniii9638,2024-07-08T09:06:37Z,0,menit 8:21 tuh totalnya berapa? apa persis dengan soal yang dikerjakan? aku ngerjain kuraang teliti ketemunya 2492 bukan 2678 kaya jawaban benar di video coc ini
@fitrisuciawati,2024-07-08T09:05:08Z,0,ikut merinding liatnya berasa banget dag dig dug 😂
@reiysenju,2024-07-08T09:01:24Z,0,"Itu Yesaya udah sombong duluan diawal, eh malah dia sendiri yang gak lolos ronde 1. Tapi untungnya lolos👏👏"
@rofiulfatha2748,2024-07-08T08:52:47Z,0,"Ngapain takut dihujat,wong netizennya aja belum tentu bisa ngitung😅😅😅😂😂😂"
@shallyutami8656,2024-07-08T08:51:56Z,0,Please ambil anak2 dari terpelosok
@shallyutami8656,2024-07-08T08:51:17Z,0,Good Job @ruang guru❤.. acara berkualitas
@halimatussakdiyah3013,2024-07-08T08:51:04Z,0,keren pol ❤❤❤❤
@RiskaNovitasari-tt7fk,2024-07-08T08:49:24Z,0,GILAAKKKK KERENNNN🔥🔥
@vhikachaniago7578,2024-07-08T08:44:12Z,0,"aaahh keren banget acaranya, ikutan merinding, ngerasain banget tekanannya di setiap babak. Gileee sih emang bener masih ada yg terhebat dari yang hebat.."
@vebe7874,2024-07-08T08:22:14Z,20,"Gileee keren banget ini, aku punya 2 anak yg masih sd jadi termotivasi bgt untuk memberikan les dan skul terbaik buat mereka. Ternyata selama ini pikiranku salah, ank2 ini harus diberikan modal dari kecil biar mereka bisa bersaing sama orang2 keren seperti ini. Ruang guru kerennnn"
@deviandriyani4129,2024-07-08T08:16:28Z,0,"suka bngt sma personalnya agas, dia selalu selametin temn2nya yg lolos, keliatannya santuy bngt, ga sanggup nontn eps 4, agas sma maxwell keeliminasi😭"
@nakamotolintang,2024-07-08T08:14:08Z,0,sampe merinding nontonya pls
@etisafitri1355,2024-07-08T07:56:25Z,0,"Fyp 2x , akhirnya nonton deh, wow amazing keren acaranya🎉"
@ferdinanpatewa4428,2024-07-08T07:54:34Z,0,Yesaya bilang tadi gampang😂
@eliozzanquen7223,2024-07-08T07:51:57Z,0,"Walupun kalian gugur, kalian tetap yg terbaik, bisa masuk coc dah keren bgt. Tetap semangat adik2"
@WidiaAgustina-e6k,2024-07-08T07:49:52Z,0,Ruang guru perbanyak tontonan kek gini ya soalnya tu memotivasi banget
@ainkim4632,2024-07-08T07:48:30Z,1,"gokil merinding, cara ini bagus banget buat memotivasi anak-anak muda indonesia terutama yang akan menuju jenjang kuliah, gokil keren"
